Date,hr,COAST,EAST,FWEST,NCENT,NORTH,SCENT,SOUTH,WEST
02/27/17,7,2646.544,2520.996,2466.867,2723.586,2558.078,2636.017,2495.562,2473.343
02/27/17,8,2746.351,2625.34,2549.671,2820.535,2654.873,2724.111,2585.643,2567.96
02/27/17,9,2820.817,2685.017,2590.666,2870.203,2693.044,2776.805,2637.738,2609.91
02/27/17,10,2865.978,2716.768,2610.103,2897.945,2709.754,2808.587,2668.108,2635.795
02/27/17,11,2889.96,2737.276,2623.248,2916.523,2720.147,2836.236,2692.157,2653.053
02/27/17,12,2905.925,2749.438,2624.518,2924.329,2726.715,2850.263,2706.972,2662
02/27/17,13,2914.417,2765.099,2635.415,2937.172,2734.791,2859.836,2716.552,2676.677
02/27/17,14,2917.761,2772.776,2636.005,2939.037,2731.1,2870.425,2723.681,2679.181
02/27/17,15,2905.295,2766.926,2625.621,2924.064,2718.476,2865.387,2717.332,2671.422
02/27/17,16,2869.394,2742.874,2598.192,2891.685,2686.427,2839.892,2693.353,2647.485
02/27/17,17,2816.539,2699.221,2559.377,2835.784,2640.728,2791.864,2655.943,2601.474
02/27/17,18,2789.696,2662.251,2525.503,2810.163,2616.582,2763.806,2629.14,2567.728
02/27/17,19,2772.978,2637.512,2517.521,2789.63,2609.79,2743.455,2620.183,2559.705
02/27/17,20,2737.874,2599.215,2495.907,2751.573,2587.366,2712.702,2589.285,2528.067
02/27/17,21,2685.189,2550.14,2461.002,2706.388,2547.418,2664.689,2539.682,2487.662
02/27/17,22,2604.517,2485.123,2407.182,2634.105,2484.918,2594.068,2481.912,2430.98
02/27/17,23,2538.347,2430.529,2364.37,2574.694,2437.836,2528.048,2434.372,2388.85
02/28/17,0,2476.804,2385.801,2317.585,2499.426,2402.327,2458.122,2375.294,2330.769
02/28/17,1,2453.459,2360.814,2298.209,2477.089,2378.099,2430.631,2347.574,2304.537
02/28/17,2,2435.301,2342.138,2281.101,2459.286,2360.865,2412.046,2327.67,2286.675
02/28/17,3,2418.026,2330.797,2268.185,2448.022,2341.125,2400.273,2309.714,2274.126
02/28/17,4,2441.428,2359.773,2284.938,2469.622,2357.63,2418.242,2320.861,2290.911
02/28/17,5,2523.552,2434.22,2343.54,2545.479,2425.637,2485.306,2390.857,2350.11
02/28/17,6,2640.32,2533.86,2431.268,2687.51,2535.434,2617.53,2480.314,2443.454
02/28/17,7,2732.272,2620.505,2509.342,2792.694,2617.997,2717.068,2561.073,2526.949
02/28/17,8,2813.734,2707.678,2575.06,2869.891,2700.944,2784.898,2632.163,2606.171
02/28/17,9,2871.983,2752.036,2610.485,2917.835,2735.437,2825.242,2676.465,2646.114
02/28/17,10,2911.194,2784.59,2631.159,2951.997,2757.766,2851.269,2705.802,2675.317
02/28/17,11,2925.739,2796.069,2639.329,2969.864,2768.007,2867.083,2723.513,2690.847
02/28/17,12,2936.346,2804.58,2645.852,2980.248,2777.067,2877.466,2737.745,2698.204
02/28/17,13,2949.176,2820.426,2659.328,3000.549,2792.399,2891.677,2751.433,2717.023
02/28/17,14,2951.73,2826.48,2665.545,3006.607,2797.903,2903.396,2761.702,2721.491
02/28/17,15,2933.918,2810.372,2649.934,2986.324,2778.172,2887.871,2748.31,2708.126
02/28/17,16,2893.435,2776.966,2617.215,2940.767,2737.046,2855.05,2716.629,2673.64
02/28/17,17,2842.026,2725.492,2573.594,2876.151,2688.701,2805.973,2670.08,2622.656
02/28/17,18,2828.197,2696.212,2551.881,2855.243,2670.492,2788.303,2648.329,2592.639
02/28/17,19,2801.613,2665.334,2535.669,2822.046,2652.52,2758.129,2632.043,2573.482
02/28/17,20,2763.786,2624.468,2505.713,2785.339,2624.165,2721.892,2594.335,2536.325
02/28/17,21,2702.852,2567.481,2462.396,2732.03,2578.822,2667.617,2539.726,2490.666
02/28/17,22,2625.967,2505.114,2412.73,2661.383,2519.902,2599.013,2482.007,2437.357
02/28/17,23,2548.121,2441.358,2358.426,2592.942,2458.479,2527.637,2426.598,2384.419
03/01/17,0,2522.258,2397.872,2340.041,2521.753,2403.428,2478.281,2398.501,2350.924
03/01/17,1,2496.558,2371.147,2319.585,2491.673,2380.03,2450.376,2370.28,2326.128
03/01/17,2,2471.643,2344.608,2298.755,2465.369,2353.526,2425.333,2344.404,2301.918
03/01/17,3,2450.106,2328.398,2282.472,2445.666,2331.957,2408.244,2323.423,2284.579
03/01/17,4,2469.656,2345.311,2291.125,2458.779,2339.225,2417.583,2328.009,2293.953
03/01/17,5,2548.762,2416.791,2345.55,2527.339,2402.056,2479.735,2391.106,2347.496
03/01/17,6,2666.426,2519.294,2438.448,2670.328,2510.996,2610.068,2483.99,2444.674
03/01/17,7,2741.591,2601.673,2511.063,2760.397,2582.974,2700.121,2552.873,2519.018
03/01/17,8,2822.165,2693.978,2579.61,2834.068,2664.561,2772.407,2631.802,2602.391
03/01/17,9,2882.253,2739.837,2614.898,2880.357,2701.765,2815.411,2681.012,2640.864
03/01/17,10,2923.393,2772.259,2635.307,2910.76,2726.827,2846.783,2715.587,2669.308
03/01/17,11,2941.937,2778.914,2643.733,2921.931,2732.169,2855.285,2734.612,2678.641
03/01/17,12,2956.252,2782.36,2643.359,2925.725,2740.317,2861.054,2746.282,2683.644
03/01/17,13,2975.749,2795.093,2660.915,2946.399,2758.524,2877.695,2767.891,2704.025
03/01/17,14,2975.107,2794.418,2666.777,2949.108,2764.236,2885.288,2776.678,2706.934
03/01/17,15,2950.505,2773.482,2654.197,2928.032,2750.143,2870.34,2765.103,2694.429
03/01/17,16,2903.897,2742.964,2624.108,2881.327,2714.624,2835.84,2734.548,2664.366
03/01/17,17,2837.109,2686.596,2574.965,2811.988,2659.328,2779.707,2678.122,2611.093
03/01/17,18,2813.011,2651.949,2544.702,2784.026,2638.188,2751.701,2650.082,2579.599
03/01/17,19,2785.461,2623.654,2530.218,2762.732,2623.927,2732.137,2632.817,2564.454
03/01/17,20,2751.151,2591.513,2512.165,2734.27,2606.751,2702.395,2601.682,2537.78
03/01/17,21,2688.735,2540.631,2471.869,2686.097,2562.085,2647.352,2544.99,2493.064
03/01/17,22,2611.302,2479.566,2421.099,2615.344,2497.995,2576.043,2481.934,2438.088
03/01/17,23,2536.764,2419.669,2375.835,2544.824,2443.902,2511.537,2427.694,2390.163
03/02/17,0,2450.141,2367,2344.12,2496.401,2401.112,2452.766,2371.763,2355.972
03/02/17,1,2425.118,2341,2324.115,2473.356,2379.018,2426.543,2343.119,2332.42
03/02/17,2,2401.101,2317.194,2304.4,2452.767,2356.164,2404.703,2316.72,2309.425
03/02/17,3,2377.68,2300.677,2288.18,2439.783,2335.533,2387.729,2295.063,2292.288
03/02/17,4,2392.078,2325.978,2296.265,2456.788,2344.018,2397.504,2299.05,2303.557
03/02/17,5,2468.186,2396.322,2350.711,2528.015,2407.742,2463.17,2361.091,2358.127
03/02/17,6,2580.126,2496.739,2444.205,2666.579,2518.905,2595.964,2450.319,2455.692
03/02/17,7,2643.756,2574.059,2516.039,2753.349,2586.15,2676.237,2516.084,2528.145
03/02/17,8,2717.857,2662.488,2583.897,2820.173,2665.577,2741.94,2585.985,2607.585
03/02/17,9,2772.503,2704.826,2617.9,2859.224,2701.625,2781.705,2627.157,2642.782
03/02/17,10,2810.281,2732.971,2636.593,2884.062,2723.954,2811.476,2654.06,2666.424
03/02/17,11,2821.49,2742.105,2642.752,2889.795,2727.579,2820.379,2668.151,2673.949
03/02/17,12,2832.095,2746.771,2640.191,2893.15,2733.004,2824.527,2676.481,2677.153
03/02/17,13,2853.765,2765.526,2657.167,2914.269,2748.322,2840.395,2695.314,2696.22
03/02/17,14,2858.099,2768.857,2662.637,2916.699,2753.579,2848.606,2701.449,2700.436
03/02/17,15,2842.472,2751.325,2650.24,2897.925,2739.718,2834.945,2687.787,2689.3
03/02/17,16,2811.015,2721.873,2620.681,2855.607,2705.141,2800.401,2657.536,2660.658
03/02/17,17,2757.905,2668.486,2572.124,2791.149,2648.822,2748.26,2607.082,2604.927
03/02/17,18,2746.305,2639.514,2541.482,2771.104,2627.94,2731.155,2586.732,2573.911
03/02/17,19,2725.127,2611.301,2527.961,2750.462,2617.562,2716.268,2573.547,2560.602
03/02/17,20,2696.734,2580.159,2510.6,2723.968,2601.344,2687.142,2548.51,2534.123
03/02/17,21,2639.745,2528.538,2470.01,2675.622,2558.05,2636.993,2499.211,2490.957
03/02/17,22,2566.311,2468.349,2420.15,2605.566,2494.329,2570.499,2440.428,2436.975
03/02/17,23,2494.888,2408.692,2375.277,2541.128,2440.831,2507.977,2388.798,2389.546
03/03/17,0,2473.155,2393.815,2362.706,2527.421,2427.744,2473.707,2384.704,2372.111
03/03/17,1,2440.151,2357.654,2334.314,2496.11,2396.329,2439.196,2349.533,2339.217
03/03/17,2,2421.42,2340.529,2317.915,2479.685,2378.566,2418.771,2328.205,2322.538
03/03/17,3,2404.245,2328.676,2307.466,2470.015,2364.156,2407.716,2314.036,2312.811
03/03/17,4,2418.683,2348.843,2314.165,2484.776,2370.042,2416.91,2316.691,2322.672
03/03/17,5,2494.099,2418.566,2367.009,2554.975,2428.999,2480.658,2377.615,2375.967
03/03/17,6,2604.184,2518.965,2460.848,2690.255,2537.603,2610.735,2467.044,2472.768
03/03/17,7,2666.226,2590.751,2527.843,2769.564,2598.278,2682.209,2530.635,2538.021
03/03/17,8,2739.043,2676.895,2595.563,2835.624,2676.116,2747.976,2599.092,2616.426
03/03/17,9,2793.665,2719.746,2629.577,2876.029,2711.955,2789.352,2640.268,2652.357
03/03/17,10,2830.017,2746.728,2647.326,2901.759,2734.909,2816.716,2667.417,2676.963
03/03/17,11,2842.2,2759.086,2654.013,2912.158,2740.591,2829.194,2679.4,2685.497
03/03/17,12,2850.448,2764.949,2650.54,2915.114,2744.388,2833.214,2684.893,2687.862
03/03/17,13,2862.279,2774.182,2658.405,2926.724,2750.718,2844.557,2694.541,2698.761
03/03/17,14,2861.038,2770.476,2657.443,2923.983,2749.171,2844.791,2694.819,2696.632
03/03/17,15,2829.126,2735.592,2625.854,2887.403,2715.963,2815.563,2663.689,2666.092
03/03/17,16,2796.863,2703.53,2594.871,2842.668,2683.57,2786.378,2633.328,2635.27
03/03/17,17,2740.77,2645.596,2542.087,2771.405,2623.195,2733.899,2576.887,2579.155
03/03/17,18,2715.279,2604.825,2502.016,2737.578,2590.489,2698.052,2544.788,2537.468
03/03/17,19,2696.593,2577.949,2491.538,2719.235,2580.208,2682.194,2536.313,2526.426
03/03/17,20,2652.798,2534.249,2461.853,2677.222,2545.307,2638.071,2497.565,2484.76
03/03/17,21,2598.383,2483.116,2421.73,2633.148,2503.844,2591.578,2449.571,2441.307
03/03/17,22,2526.595,2424.097,2372.915,2564.872,2445.532,2530.492,2393.534,2384.741
03/03/17,23,2446.991,2356.482,2315.293,2487.393,2381.245,2454.571,2329.415,2326.035
03/04/17,0,2335.253,2248.775,2209.765,2376.051,2275.248,2321.212,2230.478,2221.171
03/04/17,1,2306.324,2214.177,2185.629,2346.421,2246.573,2283.813,2199.901,2193.024
03/04/17,2,2281.806,2189.039,2166.034,2324.153,2223.454,2259.28,2176.58,2170.439
03/04/17,3,2255.229,2168.033,2146.193,2303.705,2205.337,2242.772,2153.385,2149.293
03/04/17,4,2260.46,2179.046,2148.787,2309.505,2210.596,2244.082,2152.065,2151.364
03/04/17,5,2285.141,2206.136,2162.624,2333.309,2231.176,2257.925,2171.629,2163.798
03/04/17,6,2320.298,2231.867,2189.863,2376.358,2261.848,2305.237,2194.73,2193.072
03/04/17,7,2327.502,2245.662,2197.397,2395.204,2264.187,2335.555,2206.091,2202.998
03/04/17,8,2355.544,2277.005,2218.307,2410.522,2285.561,2367.166,2230.786,2235.192
03/04/17,9,2390.889,2309.406,2241.064,2442.819,2311.802,2393.171,2256.782,2262.603
03/04/17,10,2420.001,2334.58,2261.377,2469.079,2332.996,2414.231,2284.373,2289.085
03/04/17,11,2422.022,2337.803,2263.36,2473.07,2334.764,2421.572,2290.162,2292.683
03/04/17,12,2417.873,2327.752,2253.901,2464.203,2326.282,2416.045,2288.04,2284.214
03/04/17,13,2412.218,2321.034,2249.735,2455.001,2323.099,2408.581,2286.757,2279.794
03/04/17,14,2406.384,2312.361,2244.645,2443.906,2318.536,2399.025,2286.638,2276.998
03/04/17,15,2394.744,2302.486,2238.29,2433.768,2314.196,2396.015,2281.177,2270.87
03/04/17,16,2386.894,2304.148,2232.361,2427.39,2306.839,2399.186,2276.486,2265.766
03/04/17,17,2389.777,2308.437,2231.937,2427.449,2302.452,2414.274,2272.698,2263.23
03/04/17,18,2399.49,2301.405,2224.047,2425.683,2302.067,2407.672,2269.985,2254.521
03/04/17,19,2389.042,2285.746,2216.918,2416.087,2299.234,2406.904,2264.59,2248.511
03/04/17,20,2364.649,2264.653,2202.665,2397.044,2281.025,2384.528,2241.821,2226.878
03/04/17,21,2324.519,2224.487,2169.136,2365.007,2244.444,2344.6,2202.336,2188.22
03/04/17,22,2273.364,2178.333,2130.008,2315.731,2199.517,2293.06,2156.274,2141.766
03/04/17,23,2222.897,2137.511,2098.058,2272.301,2159.649,2234.599,2116.014,2106.085
03/05/17,0,2197.288,2097.567,2065.281,2227.912,2131.249,2186.672,2087.816,2075.557
03/05/17,1,2177.595,2072.883,2051.734,2207.897,2108.373,2162.135,2064.785,2058.854
03/05/17,2,2168.141,2064.034,2045.007,2202.187,2097.278,2152.677,2053.989,2051.519
03/05/17,3,2154.614,2055.897,2035.67,2195.425,2089.715,2142.322,2041.322,2044.393
03/05/17,4,2156.136,2062.369,2034.602,2196.913,2086.33,2138.612,2032.985,2040.076
03/05/17,5,2176.761,2084.638,2049.543,2218.776,2103.993,2154.602,2048.829,2051.959
03/05/17,6,2195.764,2095.159,2060.891,2245.745,2122.978,2173.349,2059.808,2065.234
03/05/17,7,2184.324,2092.518,2049.472,2236.713,2115.11,2184.214,2047.462,2055.195
03/05/17,8,2185.605,2105.768,2051.814,2231.71,2115.953,2185.608,2052.964,2059.195
03/05/17,9,2216.134,2128.241,2067.846,2249.877,2128.877,2205.537,2083.029,2071.668
03/05/17,10,2247.774,2146.465,2086.02,2269.114,2146.376,2227.669,2114.754,2092.811
03/05/17,11,2273.985,2169.753,2109.314,2294.053,2167.969,2255.72,2147.476,2119.501
03/05/17,12,2293.035,2182.717,2126.217,2312.658,2180.69,2274.332,2168.333,2137.642
03/05/17,13,2307.098,2193.898,2136.803,2328.092,2192.586,2288.371,2182.851,2154.379
03/05/17,14,2311.583,2198.433,2145.145,2329.795,2199.257,2302.372,2192.449,2160.643
03/05/17,15,2315.905,2205.634,2156.461,2335.034,2207.87,2312.636,2202.312,2169.276
03/05/17,16,2320.771,2218.053,2163.951,2341.103,2215.088,2320.735,2209.299,2174.155
03/05/17,17,2337.434,2232.398,2171.154,2349.602,2224.448,2333.396,2211.941,2179.779
03/05/17,18,2349.554,2221.722,2162.819,2356.522,2223.907,2338.917,2212.009,2169.848
03/05/17,19,2337.576,2202.739,2152.321,2344.408,2221.788,2331.974,2201.912,2162.674
03/05/17,20,2325.42,2192.849,2149.245,2336.933,2217.818,2318.993,2190.499,2155.005
03/05/17,21,2316.957,2185.515,2148.197,2325.541,2215.951,2307.794,2179.445,2150.033
03/05/17,22,2290.552,2168.262,2134.195,2298.572,2195.08,2283.69,2160.863,2136.039
03/05/17,23,2260.207,2148.257,2120.157,2278,2177.867,2256.955,2145.741,2128.21
03/06/17,0,2276.878,2185.673,2148.685,2290.587,2217.588,2268.09,2182.124,2170.531
03/06/17,1,2270.062,2174.273,2142.715,2285.116,2213.249,2258.722,2170.927,2161.86
03/06/17,2,2265.858,2163.302,2136.735,2281.677,2203.736,2256.436,2161.198,2154.36
03/06/17,3,2266.033,2164.859,2139.833,2288.556,2199.797,2261.045,2159.687,2156.674
03/06/17,4,2308.68,2211.122,2175.107,2330.483,2233.022,2294.932,2190.053,2192.819
03/06/17,5,2404.074,2301.205,2244.464,2422.688,2310.618,2377.014,2270.434,2263.328
03/06/17,6,2538.498,2426.243,2356.375,2588.696,2441.048,2528.098,2383.875,2380.424
03/06/17,7,2653.417,2544.567,2460.4,2726.597,2549.622,2646.132,2490.846,2486.691
03/06/17,8,2764.565,2663.8,2557.505,2837.511,2663.807,2750.457,2594.04,2594.891
03/06/17,9,2831.405,2718.651,2601.369,2895.035,2710.934,2806.914,2645.498,2638.758
03/06/17,10,2883.091,2757.11,2633.25,2941.554,2750.05,2851.098,2686.422,2677.495
03/06/17,11,2903.31,2780.346,2651.241,2972.312,2769.205,2879.311,2710.303,2697.765
03/06/17,12,2917.417,2795.941,2660.95,2989.125,2784.311,2898.811,2725.509,2710.141
03/06/17,13,2932.328,2811.023,2680.441,3015.865,2803.542,2916.849,2744.986,2733.344
03/06/17,14,2939.344,2815.761,2689.702,3027.71,2814.455,2929.783,2755.836,2741.918
03/06/17,15,2925.544,2798.087,2680.254,3015.519,2802.116,2917.427,2746.14,2733.443
03/06/17,16,2895.086,2770.543,2654.467,2977.715,2774.425,2889.781,2720.696,2708.971
03/06/17,17,2828.047,2707.94,2598.231,2895.882,2712.354,2822.468,2662.568,2644.344
03/06/17,18,2798.146,2670.072,2561.997,2856.208,2677.178,2787.039,2634.263,2603.959
03/06/17,19,2778.024,2643.431,2545.268,2826.013,2663.945,2762.361,2619.399,2589.559
03/06/17,20,2745.413,2604.855,2520.676,2792.237,2638.329,2730.008,2588.046,2555.855
03/06/17,21,2691.217,2556.109,2482.907,2745.147,2596.903,2681.311,2541.099,2514.374
03/06/17,22,2612.062,2490.137,2426.711,2669.03,2527.62,2604.481,2478.186,2456.932
03/06/17,23,2540.119,2427.58,2376.367,2602.236,2470.075,2536.406,2424.865,2408.813
03/07/17,0,2497.521,2388.366,2336.663,2520.366,2399.784,2475.779,2386.225,2352.14
03/07/17,1,2473.385,2362.761,2316.449,2491.558,2377.38,2447.346,2359.286,2327.217
03/07/17,2,2449.495,2335.756,2296.336,2466.111,2350.402,2420.335,2334.736,2302.613
03/07/17,3,2429.014,2318.723,2279.867,2447.237,2328.473,2402.639,2313.714,2284.534
03/07/17,4,2448.033,2335.354,2288.161,2459.555,2336.51,2412.147,2319.045,2294.399
03/07/17,5,2526.321,2407.394,2341.996,2528.757,2399.805,2475.204,2383.083,2346.899
03/07/17,6,2640.94,2507.807,2435.008,2669.937,2506.141,2603.554,2475.294,2443.178
03/07/17,7,2716.818,2591.305,2506.094,2762.303,2577.615,2692.152,2545.848,2517.14
03/07/17,8,2798.141,2682.702,2574.84,2838.564,2660.598,2766.35,2623.994,2600.942
03/07/17,9,2859.806,2727.386,2610.633,2885.131,2699.267,2811.623,2672.979,2639.889
03/07/17,10,2902.963,2759.047,2630.696,2915.862,2724.315,2845.337,2707.309,2669.383
03/07/17,11,2921.819,2764.63,2639.342,2927.899,2729.416,2856.477,2726.244,2678.727
03/07/17,12,2936.304,2767.959,2639.288,2932.578,2739.209,2859.609,2737.255,2684.586
03/07/17,13,2954.579,2779.386,2657.662,2953.909,2756.987,2875.476,2757.931,2705.351
03/07/17,14,2952.671,2777.863,2664.349,2957.084,2762.432,2879.834,2767.041,2709.017
03/07/17,15,2927.453,2756.49,2651.757,2936.55,2749.845,2863.69,2754.268,2696.554
03/07/17,16,2879.981,2727.131,2621.688,2891.682,2715.331,2826.992,2724.217,2666.114
03/07/17,17,2811.553,2673.235,2571.533,2822.067,2660.856,2781.778,2670.732,2610.625
03/07/17,18,2785.998,2640.696,2540.254,2792.851,2635.394,2752.3,2645.118,2578.091
03/07/17,19,2763.785,2615.505,2526.393,2772.459,2624.588,2734.074,2630.463,2564.016
03/07/17,20,2730.184,2585.717,2507.941,2742.124,2607.422,2705.487,2601.283,2536.379
03/07/17,21,2670.083,2534.898,2466.583,2692.58,2561.013,2653.209,2546.896,2491.794
03/07/17,22,2594.614,2473.915,2415.588,2620.621,2495.999,2584.115,2485.563,2436.473
03/07/17,23,2521.492,2413.256,2370.074,2550.263,2440.516,2515.555,2430.214,2387.851
03/08/17,0,2477.325,2361.97,2333.019,2494.566,2400.399,2468.195,2379.84,2349.27
03/08/17,1,2449.77,2336.075,2313.088,2467.591,2377.707,2438.98,2352.158,2323.791
03/08/17,2,2425.207,2312.541,2290.893,2443.555,2353.638,2414.64,2326.419,2299.703
03/08/17,3,2403.206,2295.415,2273.65,2426.72,2332.238,2396.057,2305.593,2280.952
03/08/17,4,2418.849,2313.281,2284.492,2439.349,2339.949,2404.381,2310.121,2291.061
03/08/17,5,2491.653,2385.229,2339.163,2506.8,2403.662,2468.028,2373.351,2343.604
03/08/17,6,2599.146,2485.756,2430.171,2642.84,2512.208,2595.799,2465.198,2436.314
03/08/17,7,2671.145,2562.955,2497.751,2727.172,2579.388,2680.817,2532.967,2505.519
03/08/17,8,2749.338,2650.498,2567.127,2803.065,2662.043,2752.223,2608.76,2588.453
03/08/17,9,2806.362,2696.197,2604.775,2856.035,2701.022,2794.817,2656.032,2632.115
03/08/17,10,2843.254,2732.378,2628.443,2894.515,2725.413,2825.108,2688.122,2661.845
03/08/17,11,2857.452,2745.508,2637.542,2909.96,2731.077,2837.797,2704.474,2674.646
03/08/17,12,2867.333,2754.3,2641.087,2922.286,2739.282,2845.285,2713.865,2683.086
03/08/17,13,2888.518,2776.808,2660.41,2950.923,2756.659,2865.537,2733.995,2705.053
03/08/17,14,2892.656,2784.252,2668.496,2960.77,2763.248,2875.8,2740.608,2711.837
03/08/17,15,2878.432,2770.935,2658.303,2946.038,2749.935,2867.141,2728.149,2701.737
03/08/17,16,2846.277,2743.76,2629.351,2903.053,2714.855,2833.532,2698.529,2671.959
03/08/17,17,2791.746,2686.477,2582.643,2835.555,2656.477,2782.866,2643.924,2615.467
03/08/17,18,2766.971,2653.47,2553.069,2805.711,2631.203,2754.028,2615.082,2582.858
03/08/17,19,2746.278,2621.07,2536.776,2782.749,2622.74,2735.383,2601.348,2568.521
03/08/17,20,2717.133,2584.483,2514.795,2751.973,2604.509,2706.727,2572.876,2541.506
03/08/17,21,2658.162,2530.685,2472.921,2701.563,2558.5,2651.634,2518.875,2495.061
03/08/17,22,2582.311,2466.856,2419.006,2624.969,2492.545,2579.662,2458.02,2437.676
03/08/17,23,2509.305,2410.772,2366.088,2550.719,2436.877,2511.386,2404.526,2388.446
03/09/17,0,2479.422,2381.237,2334.219,2522.395,2408.371,2460.071,2379.038,2355.455
03/09/17,1,2455.344,2355.423,2315.96,2497.131,2384.909,2433.987,2352.146,2330.046
03/09/17,2,2432.629,2329.983,2295.596,2473.329,2362.027,2411.295,2327.338,2308.453
03/09/17,3,2411.034,2312.962,2278.367,2455.523,2338.343,2396.219,2306.562,2291.571
03/09/17,4,2427.555,2335.931,2289.509,2467.746,2346.569,2406.834,2311.777,2301.122
03/09/17,5,2504.292,2406.826,2342.957,2538.08,2407.303,2471.581,2375.885,2356.327
03/09/17,6,2616.392,2507.603,2433.734,2679.779,2513.642,2603.465,2467.994,2453.991
03/09/17,7,2691.154,2588.694,2502.161,2774.264,2585.887,2691.858,2537.543,2526.355
03/09/17,8,2773.389,2680.364,2572.725,2856.667,2670.826,2765.483,2613.685,2608.056
03/09/17,9,2835.637,2730.198,2614.669,2907.447,2711.701,2814.605,2661.201,2652.408
03/09/17,10,2878.871,2763.944,2641.547,2942.21,2740.789,2851.818,2694.217,2683.761
03/09/17,11,2894.943,2776.818,2655.966,2960.06,2751.535,2871.749,2711.341,2698.985
03/09/17,12,2905.255,2787.077,2665.041,2968.767,2761.239,2881.432,2720.88,2705.586
03/09/17,13,2926.511,2807.569,2685.772,2995.375,2781.761,2902.247,2741.04,2730.814
03/09/17,14,2931.936,2812.056,2694.212,3001.764,2790.719,2912.499,2748.2,2736.318
03/09/17,15,2917.309,2794.475,2683.082,2983.191,2777.304,2895.135,2734.849,2726.511
03/09/17,16,2883.299,2763.681,2654.286,2941.036,2742.336,2856.894,2704.675,2695.135
03/09/17,17,2826.731,2708.819,2603.411,2868.838,2685.816,2797.471,2650.502,2642.127
03/09/17,18,2803.253,2675.109,2571.321,2836.86,2659.884,2763.552,2623.24,2604.707
03/09/17,19,2781.191,2643.738,2554.82,2815.415,2645.714,2739.666,2609.812,2587.845
03/09/17,20,2750.12,2608.591,2531.059,2780.86,2626.114,2707.16,2581.39,2558.735
03/09/17,21,2690.528,2553.444,2487.469,2728.381,2579.385,2651.019,2527.744,2513.13
03/09/17,22,2611.786,2488.158,2434.858,2652.376,2515.216,2577.605,2467.08,2456.27
03/09/17,23,2536.73,2424.388,2379.522,2580.14,2457.768,2511.736,2413.129,2405.402
03/10/17,0,2504.203,2402.809,2356.576,2543.435,2435.491,2484.032,2391.392,2382.243
03/10/17,1,2471.829,2367.375,2329.031,2508.049,2399.876,2448.209,2355.924,2347.972
03/10/17,2,2453.925,2346.572,2310.669,2487.746,2381.744,2423.572,2334.166,2329.588
03/10/17,3,2437.546,2335.578,2299.531,2473.081,2366.149,2413.07,2318.999,2318.215
03/10/17,4,2453.342,2355.712,2306.235,2483.663,2369.877,2421.668,2320.541,2326.037
03/10/17,5,2528.735,2423.461,2357.623,2551.333,2425.12,2481.2,2382.641,2376.616
03/10/17,6,2639.09,2523.06,2448.526,2688.007,2526.285,2606.448,2470.814,2470.666
03/10/17,7,2711.084,2594.542,2511.773,2773.57,2591.526,2680.19,2535.73,2536.278
03/10/17,8,2791.513,2686.477,2582.725,2852.328,2673.311,2754.736,2607.746,2617.27
03/10/17,9,2855.034,2740.935,2622.563,2901.482,2711.838,2806.154,2652.728,2659.549
03/10/17,10,2896.903,2781.006,2645.995,2934.003,2737.46,2844.181,2684.273,2687.971
03/10/17,11,2915.62,2802.672,2658.363,2950.357,2746.089,2866.823,2699.949,2698.663
03/10/17,12,2923.642,2814.754,2659.266,2953.265,2749.555,2874.063,2708.283,2703.351
03/10/17,13,2932.233,2831.232,2671.422,2964.562,2758.672,2888.827,2720.445,2714.941
03/10/17,14,2928.232,2829.402,2673.449,2962.912,2757.831,2890.957,2720.626,2713.538
03/10/17,15,2893.631,2796.585,2642.095,2924.48,2723.712,2856.923,2688.92,2683.48
03/10/17,16,2855.492,2758.029,2609.736,2878.69,2685.078,2821.402,2656.032,2650.336
03/10/17,17,2794.407,2692.642,2553.553,2804.799,2625.51,2766.211,2593.383,2592.382
03/10/17,18,2760.364,2639.908,2511.613,2767.423,2592.033,2724.412,2557.017,2547.02
03/10/17,19,2742.325,2608.141,2498.532,2752.186,2581.454,2706.022,2548.733,2536.657
03/10/17,20,2695.908,2562.215,2465.35,2707.935,2545.595,2658.439,2508.789,2494.587
03/10/17,21,2639.62,2507.696,2422.353,2662.831,2502.307,2609.9,2458.369,2449.348
03/10/17,22,2564.863,2445.798,2370.797,2591.89,2447.082,2545.083,2401.456,2390.325
03/10/17,23,2484.513,2375.354,2308.742,2508.018,2382.025,2464.744,2334.792,2328.751
03/11/17,0,2361.669,2241.666,2200.553,2389.852,2267.634,2334.734,2241.286,2216.513
03/11/17,1,2329.17,2208.593,2178.354,2357.518,2234.673,2301.075,2208.561,2188.562
03/11/17,2,2303.043,2183.719,2156.877,2331.267,2209.697,2276.125,2184.234,2165.065
03/11/17,3,2276.506,2164.751,2134.388,2309.507,2193.976,2254.225,2158.752,2144.211
03/11/17,4,2282.65,2176.46,2137.77,2312.257,2196.586,2255.07,2156.138,2144.999
03/11/17,5,2304.87,2206.217,2154.249,2335.693,2221.44,2273.245,2176.656,2158.418
03/11/17,6,2336.833,2232.387,2181.251,2378.796,2249.638,2317.616,2201.933,2184.564
03/11/17,7,2348.578,2242.427,2185.12,2395.161,2248.26,2336.534,2207.695,2191.053
03/11/17,8,2380.708,2274.655,2204.238,2414.27,2278.64,2361.272,2236.996,2221.361
